TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
283,2025-05-04,1197,2074,403,1,593.55,N/A,Cash
284,2025-05-04,1011,2045,403,1,842.78,14.0,PayPal
285,2025-05-04,1199,2087,404,3,159.32,18.11,CASH
286,2025-05-04,1161,2023,402,0,939.54,4.68,Credit Card
287,2025-05-04,1183,2099,404,0,1292.64,44.44,CASH
288,2025-05-04,1075,2025,401,1,0.0,33.24,Cash
289,2025-05-04,1010,2040,403,3,138.16,15.83,Gift Card
290,2025-05-04,1139,2060,403,0,1225.14,21.64,Cash
291,2025-05-04,1192,2082,402,2,213.28,36.08,Debit Card
292,2025-05-04,1091,2099,401,2,1034.11,27.19,Check
293,2025-05-04,1069,2015,403,3,2699.88,44.59,CASH
294,2025-05-04,1102,2095,404,3,1472.37,44.23,Check
295,2025-05-04,1086,2023,404,3,3758.16,3.54,PayPal
296,2025-05-04,1094,2066,403,0,1032.12,26.86,CASH
297,2025-05-04,1186,2054,401,3,0.0,38.32,Gift Card
298,2025-05-04,1154,2023,403,2,751.63,,CASH
299,2025-05-04,1026,2010,403,2,62.27,37.13,Check
300,2025-05-04,1078,2057,404,1,393.28,47.39,Debit Card
301,2025-05-04,1176,2056,403,3,524.72,9.48,PayPal
302,2025-05-04,1010,2093,403,3,0.0,39.7,Debit Card
303,2025-05-04,1070,2081,401,0,1492.44,10.94,Credit Card
304,2025-05-04,1171,2081,404,2,596.98,47.46,PayPal
305,2025-05-04,1131,2095,402,0,1472.37,33.11,Cash
306,2025-05-04,1036,2077,404,0,1123.66,36.07,credit card
307,2025-05-04,1032,2008,402,2,106.54,31.03,Credit Card
308,2025-05-04,1092,2049,401,1,0.0,39.59,Debit Card
309,2025-05-04,1173,2057,403,2,349.58,35.52,Check
310,2025-05-04,1113,2097,401,1,757.89,46.31,CASH
311,2025-05-04,1135,2046,404,2,80.23,39.4,Check
312,2025-05-04,1166,2035,402,0,899.99,0.2,CASH
313,2025-05-04,1006,2094,402,3,1480.05,29.32,CASH
314,2025-05-04,1132,2049,401,2,1503.74,6.68,
315,2025-05-04,1198,2033,404,1,2257.88,46.47,
316,2025-05-04,1156,2036,404,1,784.73,25.76,Credit Card
317,2025-05-04,1031,2017,401,3,0.0,49.43,Credit Card
318,2025-05-04,1044,2091,404,0,1811.58,13.89,CASH
319,2025-05-04,1174,2040,403,0,34.54,11.65,
320,2025-05-04,1140,2069,403,2,557.74,13.4,Credit Card
321,2025-05-04,1040,2091,402,2,724.63,5.49,
322,2025-05-04,1130,2028,401,1,574.15,23.6,CASH
323,2025-05-04,1035,2030,404,0,339.94,17.71,
324,2025-05-04,1092,2070,403,3,102.54,40.43,Gift Card
325,2025-05-04,1141,2016,401,0,0.0,N/A,Debit Card
326,2025-05-04,1079,2050,404,3,186.78,4.67,PayPal
327,2025-05-04,1196,2052,401,1,2632.54,42.09,PayPal
328,2025-05-04,1081,2082,401,3,1066.4,37.64,CASH
329,2025-05-04,1119,2087,403,1,0.0,48.44,CASH
330,2025-05-04,1199,2070,402,1,30.76,43.23,Cash
331,2025-05-04,1110,2064,401,0,0.0,0.12,Check
332,2025-05-04,1132,2019,403,1,1681.07,43.11,Check
333,2025-05-04,1041,2041,402,2,643.37,28.94,
334,2025-05-04,1132,2036,401,2,348.77,14.09,CASH
335,2025-05-04,1050,2081,403,1,2686.39,47.64,Gift Card
336,2025-05-04,1160,2038,401,1,0.0,34.26,Check
337,2025-05-04,1151,2074,402,1,1187.1,4.48,Check
338,2025-05-04,1168,2079,403,0,1901.08,42.86,Cash
339,2025-05-04,1007,2010,401,2,62.27,35.92,Cash
340,2025-05-04,1166,2026,404,0,0.0,7.78,PayPal
341,2025-05-04,1127,2080,403,2,1997.42,28.14,PayPal
342,2025-05-04,1123,2031,404,2,1356.72,24.51,Check
343,2025-05-04,1116,2009,401,1,119.36,19.36,Debit Card
344,2025-05-04,1112,2053,404,3,0.0,34.4,
345,2025-05-04,1052,2043,402,2,698.76,,PayPal
346,2025-05-04,1183,2040,403,3,103.62,45.21,Gift Card
347,2025-05-04,1033,2097,403,0,4210.5,30.29,PayPal
348,2025-05-04,1081,2030,404,0,339.94,38.85,
349,2025-05-04,1068,2057,402,1,1179.85,21.47,credit card
350,2025-05-04,1024,2006,403,3,594.0,45.85,Credit Card
351,2025-05-04,1157,2053,402,1,1098.27,18.71,
352,2025-05-04,1083,2073,403,1,2247.44,23.18,Check
353,2025-05-04,1195,2020,404,3,1879.15,12.62,Gift Card
354,2025-05-04,1127,2039,404,0,1952.88,3.43,Gift Card
355,2025-05-04,1023,2050,404,1,0.0,42.58,credit card
356,2025-05-04,1055,2074,403,0,1978.5,36.76,Credit Card
357,2025-05-04,1012,2036,404,3,653.94,47.7,Gift Card
358,2025-05-04,1073,2068,401,0,2460.72,,Cash
359,2025-05-04,1110,2017,403,2,370.96,20.56,Debit Card
360,2025-05-04,1195,2051,403,0,117.32,3.47,Debit Card
361,2025-05-04,1102,2006,402,2,792.0,29.71,Gift Card
362,2025-05-04,1141,2036,401,3,871.92,41.63,Check
363,2025-05-04,1129,2057,403,0,1747.92,41.27,Cash
364,2025-05-04,1032,2012,404,2,997.1,18.59,Gift Card
365,2025-05-04,1086,2071,403,1,553.64,34.46,
366,2025-05-04,1050,2077,404,0,561.83,40.45,Debit Card
367,2025-05-04,1011,2004,402,2,0.0,35.71,Credit Card
368,2025-05-04,1121,2066,404,1,0.0,45.26,Credit Card
369,2025-05-04,1155,2065,402,2,1128.82,1.98,
370,2025-05-04,1156,2040,402,3,138.16,34.07,PayPal
371,2025-05-04,1157,2094,403,2,1578.72,29.1,Cash
372,2025-05-04,1129,2065,404,2,752.54,5.99,CASH
373,2025-05-04,1121,2002,403,2,2771.2,9.63,PayPal
374,2025-05-04,1172,2014,404,2,197.04,30.65,PayPal
375,2025-05-04,1185,2088,401,3,2128.05,7.34,
376,2025-05-04,1067,2083,402,0,0.0,1.55,
377,2025-05-04,1149,2061,402,3,1199.52,30.4,Gift Card
378,2025-05-04,1037,2087,402,0,318.64,16.32,Debit Card
379,2025-05-04,1146,2089,401,1,744.34,7.5,
380,2025-05-04,1004,2056,403,3,2098.88,28.54,Credit Card
381,2025-05-04,1038,2052,402,3,2193.78,N/A,credit card
382,2025-05-04,1128,2099,404,0,3877.92,29.09,Cash
383,2025-05-04,1180,2017,402,2,741.92,10.46,Debit Card
384,2025-05-04,1169,2061,404,2,319.87,48.71,Gift Card
385,2025-05-04,1044,2058,403,2,1066.8,26.18,Credit Card
386,2025-05-04,1173,2098,403,3,3631.44,30.01,PayPal
387,2025-05-04,1049,2031,403,2,1356.72,46.61,Debit Card
388,2025-05-04,1057,2038,403,1,2501.58,1.18,
389,2025-05-04,1176,2090,404,2,343.87,10.64,credit card
390,2025-05-04,1122,2044,403,2,166.06,19.51,
391,2025-05-04,1031,2073,404,3,1498.29,15.7,PayPal
392,2025-05-04,1088,2098,402,2,726.29,49.0,CASH
393,2025-05-04,1010,2036,401,2,348.77,100,Check
394,2025-05-04,1113,2083,403,3,3072.64,19.93,
395,2025-05-04,1054,2025,403,2,671.09,,credit card
396,2025-05-04,1035,2013,402,1,1683.65,42.68,Gift Card
397,2025-05-04,1012,2085,402,1,217.94,9.78,Credit Card
398,2025-05-04,1013,2012,404,2,1994.21,21.35,PayPal
399,2025-05-04,1183,2060,401,1,367.54,46.49,credit card
400,2025-05-04,1001,2070,402,3,102.54,44.87,Check
401,2025-05-04,1167,2060,404,1,735.08,49.67,Gift Card
402,2025-05-04,1193,2036,403,2,348.77,18.58,Debit Card
403,2025-05-04,1165,2007,401,1,0.0,8.77,Cash
404,2025-05-04,1136,2094,401,1,1776.06,20.87,credit card
405,2025-05-04,1106,2022,401,3,671.18,100,Credit Card
406,2025-05-04,1126,2023,403,0,0.0,47.06,Debit Card
407,2025-05-04,1002,2038,401,2,1482.42,48.65,
408,2025-05-04,1072,2058,404,1,1200.15,16.17,credit card
409,2025-05-04,1129,2059,403,1,1382.54,23.97,Credit Card
410,2025-05-04,1028,2042,402,3,502.83,8.37,Debit Card
411,2025-05-04,1165,2032,402,0,0.0,N/A,credit card
412,2025-05-04,1188,2043,403,1,1572.21,26.71,Credit Card
413,2025-05-04,1044,2078,404,3,426.03,34.6,Debit Card
414,2025-05-04,1131,2041,401,3,3216.84,43.83,Cash
415,2025-05-04,1171,2012,402,1,1121.74,31.58,
416,2025-05-04,1122,2041,402,0,1608.42,36.25,
417,2025-05-04,1066,2049,402,3,0.0,48.95,Cash
418,2025-05-04,1192,2034,403,2,326.81,49.73,Cash
419,2025-05-04,1149,2092,401,2,1157.3,48.09,Check
420,2025-05-04,1167,2046,402,0,133.72,38.88,Cash
421,2025-05-04,1170,2015,404,2,0.0,5.91,Check
422,2025-05-04,1040,2051,403,0,469.28,16.57,PayPal
423,2025-05-04,1163,2037,403,1,0.0,21.85,PayPal
424,2025-05-04,1056,2017,404,1,834.66,19.58,CASH
425,2025-05-04,1116,2095,403,3,490.79,23.77,credit card
426,2025-05-04,1179,2070,404,1,61.52,12.74,Debit Card
427,2025-05-04,1195,2031,401,3,1695.9,29.78,CASH
428,2025-05-04,1135,2090,403,0,0.0,46.13,PayPal
429,2025-05-04,1144,2014,401,1,443.34,22.84,Gift Card
430,2025-05-04,1146,2068,402,1,2952.86,37.69,
431,2025-05-04,1083,2066,404,0,516.06,12.68,Cash
432,2025-05-04,1174,2026,404,0,423.12,41.12,Cash
433,2025-05-04,1130,2057,401,3,1747.92,34.05,credit card
434,2025-05-04,1033,2065,404,3,0.0,6.3,Gift Card
435,2025-05-04,1144,2007,404,2,933.42,,Check
436,2025-05-04,1185,2002,404,2,692.8,29.66,PayPal
437,2025-05-04,1000,2095,402,0,0.0,7.84,Debit Card
438,2025-05-04,1011,2054,403,0,900.51,27.51,Gift Card
439,2025-05-04,1138,2007,401,3,2333.56,41.63,CASH
440,2025-05-04,1008,2036,404,1,196.18,48.79,Cash
